anime_id,anime_url,image_url,name,english_name,score,genres,synopsis,type,episodes,premiered,producers,studios,source,duration,rating,rank,popularity,favorites,scored_by,members
32673,https://myanimelist.net/anime/32673/Udon_no_Kuni_no_Kiniro_Kemari,https://cdn.myanimelist.net/images/anime/10/82343.jpg,Udon no Kuni no Kiniro Kemari,Poco's Udon World,7.74,"Slice of Life, Supernatural","Taking a break from the hustle and bustle of Tokyo, Souta Tawara returns to his hometown in Kagawa. Though his parents are no longer around, his former home and family-owned udon restaurant reminds him of the times his family was still together. Reminiscing about his childhood, Souta enters the udon restaurant and discovers a grimy young boy sleeping.

At first, Souta thinks nothing of the chance encounter and provides the boy with food and clothing. However, to his surprise, the boy suddenly sprouts a furry pair of ears and a tail! Souta soon learns that the nameless boy is actually the rumored shapeshifting tanuki that has been inhabiting Kagawa for many years. Thinking that the boy has been living a lonely life, he decides to take him in and name him Poko.

Udon no Kuni no Kiniro Kemari follows the heartwarming relationship between Souta and Poko, and through the time they spend together, Souta recalls his own past, the place he left behind for the city, and the relationship he had with his father.

[Written by MAL Rewrite]",TV,12,fall 2016,"VAP, Nippon Television Network, Nippon Television Music, Nishinippon Broadcasting, Dai Nippon Printing, Shinchosha",LIDENFILMS,Manga,22 min per ep,PG-13 - Teens 13 or older,1201,1735,672,55242,139737
56215,https://myanimelist.net/anime/56215/Yi_Nian_Yong_Heng_3rd_Season,https://cdn.myanimelist.net/images/anime/1074/137652.jpg,Yi Nian Yong Heng 3rd Season,A Will Eternal 3rd Season,7.73,"Action, Adventure, Fantasy",Third season of Yi Nian Yong Heng.,ONA,59,,,B.CMAY PICTURES,Novel,Unknown,PG-13 - Teens 13 or older,1209,11494,28,330,2257
56894,https://myanimelist.net/anime/56894/Dragon_Ball_Daima,https://cdn.myanimelist.net/images/anime/1723/145231.jpg,Dragon Ball Daima,Dragon Ball Daima,7.73,"Action, Adventure, Comedy, Fantasy","After saving the world from the destructive might of Majin Buu, Gokuu Son and his allies look forward to a well-earned rest. However, unbeknownst to them, their battle was recorded and observed by Gomah, an evil being who assumes the title of King in the Demon Realm, filling the void left behind with the death of former ruler Dabura.

At Gomah's side is Degesu, the younger brother of Higashi no Kaioshin, a being who lords over the universe. Jealous of his brother's power, Degesu works alongside Gomah to steal Earth's Dragon Balls and preemptively subdue any potential future enemies. Calling upon the power of the legendary dragon Shenron, Gomah wishes for Gokuu and his friends to be reverted into children, intending to rob them of the limitless power that defeated Buu. With Earth's greatest warriors shrunken down, Gomah abducts Dende, the planet's acting god.

But Gokuu refuses to be set back by his new body, working to master his younger form to fight as proficiently as he could as an adult. Joined by Kaioshin and Glorio—a mysterious but seemingly rebellious demon—Gokuu pursues Gomah to the Demon Realm in order to rescue Dende and restore his friends to their natural ages.

[Written by MAL Rewrite]",TV,20,fall 2024,,Toei Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,1214,2217,705,21212,100014
51552,https://myanimelist.net/anime/51552/Watashi_no_Shiawase_na_Kekkon,https://cdn.myanimelist.net/images/anime/1147/122444.jpg,Watashi no Shiawase na Kekkon,My Happy Marriage,7.73,"Drama, Fantasy, Romance","Misery seems everlasting in Miyo Saimori's life. Born from an arranged marriage, she was quickly discarded after her mother's tragic death. Her father remarried, and her younger half-sister Kaya received all the affection, while Miyo was degraded to a lowly servant. Lacking the strength to fight against her family's abuse, Miyo loses hope that her luck will ever turn.

Unexpectedly, Miyo's father summons her to deliver surprising news: she is to marry Kiyoka Kudou, the head of the distinguished Kudou family. Despite his noble background, Kiyoka is known to be a callous man who has thus far dismissed all of his former fiancées.

Upon arriving at the Kudou household, Miyo expects coarse treatment and to be tossed aside. However, contrary to her assumptions, Kiyoka shows her the kindness and love that she has desperately needed. Marrying Kiyoka may be Miyo's one chance to break free from her neglectful family and embrace a life of happiness.

[Written by MAL Rewrite]",TV,12,summer 2023,"Square Enix, Glovision, Toy's Factory, Miracle Bus, Kadokawa, Bandai Namco Music Live",Kinema Citrus,Novel,23 min per ep,PG-13 - Teens 13 or older,1208,779,3137,166136,331225
20159,https://myanimelist.net/anime/20159/Pokemon__The_Origin,https://cdn.myanimelist.net/images/anime/7/53701.jpg,Pokemon: The Origin,Pokémon: Origins,7.73,"Action, Adventure, Comedy, Fantasy","Pokémon are marvelous creatures that come in a variety of types and sizes, with abilities, powers, and personalities as diverse as they are numerous. Doctor Yukinari Ookido has dedicated his life to studying these fascinating beings, that can be caught, trained, traded, and battled against each other. There's only so much he can do from his lab though. With this in mind, Ookido entrusts two young boys with a Pokémon of their own and a computerized encyclopedia to catalog them. One of them, Green, is brash, passionate, slightly arrogant, and Doctor Ookido's own nephew. The other boy, Red, is equally passionate, and filled with a wide-eyed, mildly naive sense of wonder.

Pokémon: The Origin follows Red in his journey through the region of Kanto in his attempt to complete his ""Pokédex"" by capturing and cataloging all the Pokémon that exist. Along the way he'll discover there's more to himself and his goals than he originally thought. Red will have to put both himself and his Pokémon to the test in special Gyms whose leaders are steps along the way to the Pokémon League, in order to challenge the Elite Four and become a Pokémon League Champion.

Aside from his goals to become a Champion, Red has other problems brewing. There are others who capture and train Pokémon for more sinister reasons, with the infamous criminal organization Team Rocket being one of them. If Red can defeat them, fellow trainers, his rival Green, and wild Pokémon all through Kanto, he just may fulfill his own dream, and Doctor Ookido's as well.",TV Special,4,,,"Production I.G, Xebec, OLM",Game,21 min per ep,PG - Children,1228,1091,687,160729,238905
37501,https://myanimelist.net/anime/37501/Hug_tto_Precure♡Futari_wa_Precure_Movie__All_Stars_Memories,https://cdn.myanimelist.net/images/anime/1538/93935.jpg,Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,,7.73,Action,"A vengeful teru teru bozu-like monster called Miden is stealing all of the Cures' magical powers and memories, turning them into helpless infants, barring Nagisa Misumi and Hana Nono. They must help the affected Cures to regain their abilities and fight off this new menace.

(Source: Wikipedia)",Movie,1,,,Toei Animation,Original,1 hr 13 min,G - All Ages,1220,8878,21,2118,5066
28479,https://myanimelist.net/anime/28479/Meitantei_Conan_Movie_19__Gouka_no_Himawari,https://cdn.myanimelist.net/images/anime/5/73618.jpg,Meitantei Conan Movie 19: Gouka no Himawari,Detective Conan Movie 19: The Sunflowers of Inferno,7.73,"Action, Mystery","Kaitou Kid and Vincent van Gogh's artworks feature heavily in the movie, according to an interview with Gosho Aoyama. The teaser preview at the end of Dimensional Sniper included references to van Gogh's ""Sunflowers"" series.

(Source: Wikipedia)",Movie,1,,,TMS Entertainment,Manga,1 hr 52 min,PG-13 - Teens 13 or older,1225,3665,55,23911,41821
91,https://myanimelist.net/anime/91/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz,https://cdn.myanimelist.net/images/anime/1061/97444.jpg,Shin Kidou Senki Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,7.73,"Action, Award Winning, Drama, Sci-Fi","In the year After Colony 196, one year after the conclusion of the intergalactic civil war, a state of stasis prevails over the Earth and its colonies. Seeing no further use for their Gundam mobile suits, war heroes Duo Maxwell, Heero Yuy, Trowa Barton, and Quatre Raberba Winner decide to destroy these weapons by launching them into the sun's surface.

Before the Gundam reach their destination, the universal peace is shattered by the emergence of Mariemaia Khushrenada—the only child of the former tyrannical aristocrat Treize. Mariemaia abducts diplomat Relena Peacecraft and announces plans to launch ""Operation Meteor,"" with the intention of posthumously fulfilling Treize's world domination plot.

With the help of former enemy Zechs Marquise and his mobile suit Tallgeese, the heroic pilots must reacquire their mobile suits to wage one final battle against the Khushrenada dynasty, including fighting against their former ally Wufei Chang, now aligning himself with Mariemaia's ambitions.

[Written by MAL Rewrite]",OVA,3,,"Bandai Visual, Sotsu",Sunrise,Original,30 min per ep,PG-13 - Teens 13 or older,1205,3320,182,28465,50024
37985,https://myanimelist.net/anime/37985/Aggressive_Retsuko_ONA_2nd_Season,https://cdn.myanimelist.net/images/anime/1739/101117.jpg,Aggressive Retsuko (ONA) 2nd Season,Aggretsuko (ONA) 2nd Season,7.73,Comedy,"Red panda Retsuko continues to work at her cyclic office job, with the occasional stress-venting via death metal karaoke on the side. With the company of her newfound friends Gori and Washimi, life is more enjoyable than ever before. But some new shake-ups to her status quo threaten to add more stress to her life. At the office, new employee Anai seems like a fine addition to the company. Yet when Retsuko is placed in charge of his training, she finds that beneath his steadfast dedication, he may pose a threat to the stability of the workplace. Meanwhile, at home, Retsuko's mother pays an abrupt visit, fully intent on having her daughter finally settle down and find a man. With this in mind, she sets Retsuko up for various marriage appointments, much to her chagrin.

Now, Retsuko finds all the more reasons to head to the karaoke bar and unleash her furious diatribes. However, knowing that this will not truly solve her problems, she decides to make a more spontaneous choice to avoid her issues. And so, Retsuko finds herself set upon another self-reflecting journey, coming to learn more about herself and love, with the ever cathartic support of death metal karaoke.

[Written by MAL Rewrite]",ONA,10,,"Sanrio, Netflix",Fanworks,Other,16 min per ep,PG-13 - Teens 13 or older,1209,1919,247,81405,122189
40906,https://myanimelist.net/anime/40906/Dragon_Quest__Dai_no_Daibouken_2020,https://cdn.myanimelist.net/images/anime/1499/109126.jpg,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,7.73,"Action, Adventure, Fantasy","A long time ago, there was a valiant swordsman who came to be known simply as ""the hero."" There was a demon who has caused people suffering. The hero and his companions arrived to challenge the demon to a battle and by combining their powers, the battle was brought swift conclusion. With no one around to cause trouble, the island became a quiet place where everyone could live together in peace.

Several years later, the demon is revived. Our present-day protagonist, Dai, lives on a remote island in the southern seas and dreams of becoming a great hero. When he hears about the demon's revival, Dai and his friends take it upon themselves to stop him and the evil force that revived him. Along the way, Dai discovers the identity of ""the hero,"" the truth behind the evil force who revived the demon, and Dai's own hidden powers that surface in times of peril.

(Source: MU, edited)",TV,100,fall 2020,"TV Tokyo, Square Enix, Shueisha",Toei Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,1215,2613,645,25970,76631
41219,https://myanimelist.net/anime/41219/Fanren_Xiu_Xian_Chuan,https://cdn.myanimelist.net/images/anime/1085/109745.jpg,Fanren Xiu Xian Chuan,,7.73,"Action, Adventure, Fantasy","A poor and ordinary boy from a village joins a minor sect in Jiang Hu and becomes an Unofficial Disciple by chance. How will Han Li, a commoner by birth, establish a foothold for himself in in his sect? With his mediocre aptitude, he must successfully traverse the treacherous path of cultivation and avoid the notice of those who may do him harm. This is a story of an ordinary mortal who, against all odds, clashes with devilish demons and ancient celestials in order to find his own path towards immortality.

(Source: Wuxia World)",ONA,17,,bilibili,"Original Force, Wonder Cat Animation",Novel,18 min per ep,PG-13 - Teens 13 or older,1216,7939,60,2350,6719
29095,https://myanimelist.net/anime/29095/Grisaia_no_Rakuen,https://cdn.myanimelist.net/images/anime/8/72855.jpg,Grisaia no Rakuen,The Eden of Grisaia,7.73,"Drama, Romance, Suspense","Grisaia no Rakuen begins right at the end of the previous installment, Grisaia no Meikyuu. Kazami Yuuji is arrested under suspicion for terrorism. A video showing apparently concrete proof that Yuuji committed these acts, and he is held in custody by Ichigaya.

Ichigaya knows full well that Yuuji didn't commit the crimes he has been accused of. But he did fail to assassinate Heath Oslo, who is the leader of the terrorist organization with an extremely devastating weapon in their possession. In fact, Ichigaya have their own plans for Yuuji...

But all may not be lost for Yuuji. The girls of the Mihama Academy are not about to let Yuuji be used for political gain, and neither may the mysterious new figure which appears before them.",TV,10,spring 2015,"Frontier Works, AT-X, Magic Capsule, Bushiroad, NBCUniversal Entertainment Japan, i0+, Front Wing",8bit,Visual novel,23 min per ep,R - 17+ (violence & profanity),1219,577,2071,227884,424297
44248,https://myanimelist.net/anime/44248/Fate_Grand_Carnival,https://cdn.myanimelist.net/images/anime/1239/117596.jpg,Fate/Grand Carnival,Fate/Grand Carnival,7.73,"Comedy, Fantasy","The first episode of ""season"" one was pre-aired on the Fate Project New Year's Eve TV Special 2020 program.",OVA,4,,"Aniplex, Studio Hibari, Lantis, Notes, Good Smile Film, Delightworks",Lerche,Game,15 min per ep,PG-13 - Teens 13 or older,1218,3050,244,24140,58569
5630,https://myanimelist.net/anime/5630/Higashi_no_Eden,https://cdn.myanimelist.net/images/anime/9/15033.jpg,Higashi no Eden,Eden of The East,7.73,"Award Winning, Mystery, Romance, Sci-Fi, Suspense","On November 22, 2010, Japan was hit by missile strikes, a terrorist act that fortunately did not harm anyone, becoming known as ""Careless Monday."" Quickly forgotten, society goes on about their lives as normal.

During her graduation trip to America three months later, friendly college student Saki Morimi's life is forever changed when she finds herself saved from unexpected trouble by Akira Takizawa. Takizawa is cheerful, but odd in many ways—he is stark naked and suffers from amnesia, believing himself to be a terrorist. In addition, he possesses a strange cell phone loaded with 8.2 billion yen in digital cash.

Despite Takizawa's suspicious traits, Saki quickly befriends the enigmatic young man. However, unbeknownst to her, this is the beginning of a thrilling death game involving money, cell phones, and the salvation of the world. Higashi no Eden chronicles Saki's struggle to unravel the mysteries behind her savior, while Takizawa himself battles other individuals armed with similar cell phones and returning memories which reveal his possible connection to the event from months ago.

[Written by MAL Rewrite]",TV,11,spring 2009,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Fonishia",Production I.G,Original,22 min per ep,R - 17+ (violence & profanity),1220,402,4233,260988,579943
1520,https://myanimelist.net/anime/1520/Black_Jack,https://cdn.myanimelist.net/images/anime/5/12978.jpg,Black Jack,Black Jack,7.73,"Drama, Mystery, Suspense","Kuroo Hazama, also known as ""Black Jack,"" is a legend in the medical world. Famous for being one of the best, as well as not having a license, Hazama and his assistant Pinoko save countless lives that other doctors cannot... for a price; an exorbitant price, in fact, which causes many to view the genius as greedy and heartless. Despite these claims, however, none can deny his skill and the lengths that he will go to treat his patients. This dark medical drama tells the story of the ominous and mysterious world of underground medicine as Black Jack risks his life to cure some of the most bizarre diseases imaginable, even if it means breaking every law in the process.

[Written by MAL Rewrite]",OVA,12,,"Animax, Akita Shoten",Tezuka Productions,Manga,50 min per ep,R+ - Mild Nudity,1212,3632,372,12809,42676
8795,https://myanimelist.net/anime/8795/Panty___Stocking_with_Garterbelt,https://cdn.myanimelist.net/images/anime/1296/142674.jpg,Panty & Stocking with Garterbelt,Panty & Stocking with Garterbelt,7.73,"Action, Comedy, Fantasy, Ecchi","The ""Anarchy Sisters,"" Panty and Stocking, have been kicked out of Heaven for, to put it mildly, misbehaving. Led by a priest named Garterbelt, these angels must buy their way back by exterminating ghosts in Daten City. But this task requires unconventional weapons for these unorthodox angels—they transform their lingerie into weapons to dispatch the spirits. Unfortunately, neither of them take their duties seriously, as they rather spend their time in pursuit of other ""hobbies"": Panty prefers to sleep with anything that walks, and Stocking favors stuffing her face with sweets than hunting ghosts.

Follow these two unruly angels as they battle ghosts, an overflow of bodily fluids, and their own tendency to get side-tracked in Panty &amp; Stocking with Garterbelt.

[Written by MAL Rewrite]",TV,13,fall 2010,"Kadokawa Shoten, Half H.P Studio, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG, Kadokawa Contents Gate",Gainax,Original,23 min per ep,R - 17+ (violence & profanity),1227,601,6238,204748,412325
3603,https://myanimelist.net/anime/3603/JoJo_no_Kimyou_na_Bouken__Phantom_Blood,https://cdn.myanimelist.net/images/anime/5/50055.jpg,JoJo no Kimyou na Bouken: Phantom Blood,JoJo's Bizarre Adventure: Phantom Blood,7.73,"Action, Adventure, Horror","An adaptation of the original five volume arc of the popular JoJo's Bizarre Adventure manga, covering the Phantom Blood chapters. Jonathan Joestar is an aristocratic boy whose life is suddenly turned upside down by a mysterious new boy who arrives, Dio Brando. Dio has a connection to his father, and over time, a rivalry forms as Dio becomes obsessed with a mysterious, ancient, and mystical stone mask that Jonathan's father keeps.",Movie,1,,"TV Tokyo, Bandai, KlockWorx, Asmik Ace, Shueisha, Sumitomo, Sony PCL",APPP,Manga,1 hr 30 min,R - 17+ (violence & profanity),1221,2734,620,30260,71862
1007,https://myanimelist.net/anime/1007/Ranma_½_OVA,https://cdn.myanimelist.net/images/anime/12/63459.jpg,Ranma ½ OVA,Ranma ½ OVA,7.73,"Action, Comedy, Romance, Ecchi","Ranma Saotome continues his search for a way to become a normal teenage boy again. He gets into many hilarious situations involving the many girls in his life. One of the biggest challenges is overcoming the proposals from others who have found a suitable bride for Ranma. But he has his own worries and must muster up the best of his wits and martial arts to keep his sanity. It's not easy being desired by so many women (and men) and not breaking hearts of a few along the way. He just might be able to find it in his heart to confess to Akane or simply find another excuse that he can't marry such a tomboy girl.

(Source: ANN)",OVA,6,,"Kitty Films, Pony Canyon, Fuji TV","Studio Deen, Kitty Film Mitaka Studio",Manga,30 min per ep,PG-13 - Teens 13 or older,1229,3953,82,17578,35829
978,https://myanimelist.net/anime/978/Change_Getter_Robo__Sekai_Saigo_no_Hi,https://cdn.myanimelist.net/images/anime/4/23767.jpg,Change!! Getter Robo: Sekai Saigo no Hi,Getter Robo: Armageddon,7.73,"Action, Adventure, Horror, Sci-Fi","Dr. Saotome returns from the dead after being seemingly murdered by Getter pilot Nagare Ryoma and threatens the world with his ultimate creation: the Shin Dragon. Ryoma reluctantly teams up with his former co-pilots Jin Hayato and Tomoe Mushashi to combat Dr. Saotome. The pilots must also deal with the mysterious Invaders, aliens that have the ability to possess humans and warp their flesh to form hideous creatures.

(Source: Nihon Review)",OVA,13,,"Bandai Visual, Marubeni, Dynamic Planning",Brain's Base,Manga,24 min per ep,R - 17+ (violence & profanity),1213,5468,389,6864,17005
740,https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R,https://cdn.myanimelist.net/images/anime/1/740.jpg,Bishoujo Senshi Sailor Moon R,Sailor Moon R,7.73,Romance,"Usagi Tsukino and her friends have been living peacefully until they are called into action again as Sailor Guardians, planetary warriors fighting for the peace of the galaxy. Usagi, also known as Sailor Moon, leads their group into battle when a new threat from beyond the stars presents itself: two survivors of an alien race, An and Ail. In order to save the source of their life force, the Makai Tree, An and Ail begin harvesting energy from unsuspecting humans. The Sailor Guardians must stop their plot or face the annihilation of Earth.

But as one threat subsides, another follows—this time in the form of a little girl from the future who seeks the source of Sailor Moon's power to save her family. However, she is not the only one vying for it, as a group known as the Black Moon Clan also wishes to obtain the power and use it for nefarious purposes. In order to protect their destinies and the harmony of the universe, Sailor Moon and the rest of the Sailor Guardians must fight to stop these forces from succeeding.

[Written by MAL Rewrite]",TV,43,spring 1993,"TV Asahi, Toei Advertising",Toei Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,1211,1526,877,90116,165566
407,https://myanimelist.net/anime/407/Tantei_Gakuen_Q,https://cdn.myanimelist.net/images/anime/1/407.jpg,Tantei Gakuen Q,Detective School Q,7.73,"Comedy, Drama, Mystery","Kyuu is your average boy with a knack for logic and reasoning. Desiring to become a detective, he finds out about the existence of the Dan Detective School (DDS); a famed school where students are allowed to bear arms. Together with Megu, a girl with photographic memory, the martial arts master Kinta, the genius programmer Kazuma and the mysterious Ryuu, Kyuu tackles many well planned out crimes, always seeking the truth.",TV,45,spring 2003,"Group TAC, Kodansha",Pierrot,Manga,25 min per ep,PG-13 - Teens 13 or older,1206,3907,265,14882,36720
353,https://myanimelist.net/anime/353/Ojamajo_Doremi_Dokkaan,https://cdn.myanimelist.net/images/anime/2/40407.jpg,Ojamajo Doremi Dokkaan!,,7.73,Comedy,"Hana now becomes a peer of the Ojamajo. When Majotourbillon's spirit revives, the witches now have to break her curse. From the help from Pao-chan, Doremi, Hana, and the other witches are able to defeat the curses.

(Source: ANN)",TV,51,winter 2002,Asahi Broadcasting,Toei Animation,Original,24 min per ep,G - All Ages,1226,5276,304,8410,18692
11001,https://myanimelist.net/anime/11001/Toshokan_Sensou__Kakumei_no_Tsubasa,https://cdn.myanimelist.net/images/anime/9/39273.jpg,Toshokan Sensou: Kakumei no Tsubasa,Library Wars: The Wings of Revolution,7.73,"Action, Comedy, Romance","Following a terror attack in which a helicopter crashed into a nuclear power plant, the Japanese government passes a law expanding the powers of the Media Betterment Committee (MBC). Knowing that the MBC will target author Kurato Touma due to the similarities between one of his novels and the terrorists' actions, journalist Maki Orikuchi asks the Library Defense Force (LDF) to act as his bodyguards.

Meanwhile, the higher-ups of the LDF prepare to indict the MBC on the grounds that parts of its new authority are unconstitutional. With the very existence of the Media Betterment Act coming under scrutiny, the members of the Library Task Force must navigate both their blossoming relationships and the precarious political situation they find themselves in.

[Written by MAL Rewrite]",Movie,1,,"Kadokawa Shoten, Dwango, Sony PCL, Jinnan Studio, Cinema Sunshine",Production I.G,Novel,1 hr 44 min,PG-13 - Teens 13 or older,1206,4682,43,9057,25021
11887,https://myanimelist.net/anime/11887/Kokoro_Connect,https://cdn.myanimelist.net/images/anime/2/39665.jpg,Kokoro Connect,Kokoro Connect,7.73,"Drama, Romance, Supernatural","When five students at Yamaboshi Academy realize that there are no clubs where they fit in, they band together to form the Student Cultural Society, or ""StuCS"" for short. The club consists of: Taichi Yaegashi, a hardcore wrestling fan; Iori Nagase, an indecisive optimist; Himeko Inaba, a calm computer genius; Yui Kiriyama, a petite karate practitioner; and Yoshifumi Aoki, the class clown.

One day, Aoki and Yui experience a strange incident when, without warning, they switch bodies for a short period of time. As this supernatural phenomenon continues to occur randomly amongst the five friends, they begin to realize that it is not just fun and games. Now forced to become closer than ever, they soon discover each other's hidden secrets and emotional scars, which could end up tearing the StuCS and their friendship apart.

[Written by MAL Rewrite]",TV,13,summer 2012,"Starchild Records, Enterbrain",SILVER LINK.,Light novel,24 min per ep,PG-13 - Teens 13 or older,1223,226,7926,431679,859143
154,https://myanimelist.net/anime/154/Shaman_King,https://cdn.myanimelist.net/images/anime/1722/99235.jpg,Shaman King,Shaman King,7.73,"Action, Adventure, Supernatural","A battle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power.

During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader.

Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory.

[Written by MAL Rewrite]",TV,64,summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,23 min per ep,PG-13 - Teens 13 or older,1203,671,3721,199392,374782
1379,https://myanimelist.net/anime/1379/Kino_no_Tabi__The_Beautiful_World_-_Nanika_wo_Suru_Tame_ni_-_Life_Goes_On,https://cdn.myanimelist.net/images/anime/5/73888.jpg,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,,7.73,"Adventure, Drama, Fantasy","After running away from the grim future that awaited her back in her home country, a young girl takes upon a new name and identity—inspired by the man who sacrificed his life to help her escape. Alongside her newfound companion, a talking motorcycle, the two find themselves a new home in the forest—where lives an elderly woman with an expertise in guns. Under the woman's care, the girl is trained in marksmanship and motorcycle handling among other various skills needed to survive.

Although the girl is happy with her current life, her guilt regarding her savior's death continues to build within herself. She still feels responsible for her savior's death, and considers the consequences of using his name as her own. In doing so, she is denying her own identity and existence by trying to replicate another person's life, instead of living her own.

Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On. follows the journey of a young girl as she begins to come to terms with her new identity.

[Written by MAL Rewrite]",Movie,1,,,A.C.G.T.,Light novel,29 min,R - 17+ (violence & profanity),1223,3026,51,26167,59479
1818,https://myanimelist.net/anime/1818/Claymore,https://cdn.myanimelist.net/images/anime/3/21834.jpg,Claymore,Claymore,7.73,"Action, Adventure, Fantasy","When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys.

As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.

[Written by MAL Rewrite]",TV,26,spring 2007,"VAP, Avex Entertainment, Nippon Television Network, D.N. Dream Partners",Madhouse,Manga,23 min per ep,R+ - Mild Nudity,1214,315,8604,335360,694754
56960,https://myanimelist.net/anime/56960/Xiehou_Ta_de_Shaonu_Shidai,https://cdn.myanimelist.net/images/anime/1876/143338.jpg,Xiehou Ta de Shaonu Shidai,"Mom, I'm Sorry",7.72,"Drama, Supernatural","""Mom, I'm sorry. Please don't die."" When Henry realizes death is at his mother's doorstep, he strikes a deal with a lifespan dealer to give years of his own life to his ailing mother. Now, his mother is a 20-year-old college student with a full life ahead of her, and Henry devotes his remaining days to helping her live life to the fullest. But things turn complicated when his friend falls in love with her!

(Source: LINE Webtoon)",ONA,18,,bilibili,"Red Dog Culture House, Studio Goindol",Web manga,17 min per ep,PG-13 - Teens 13 or older,1244,6981,41,1643,9240
54714,https://myanimelist.net/anime/54714/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo,https://cdn.myanimelist.net/images/anime/1812/136764.jpg,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",7.72,"Comedy, Romance","Rentarou Aijou has it all: looks, intelligence, athletic skill, and popularity with peers and mentors alike. Unfortunately, none of these qualities help Rentarou with his love life. On the day of his middle school graduation, he is once again turned down by a girl he confesses to, earning his one-hundredth rejection in a row. Down on his luck, he goes to a matchmaking shrine and wishes to finally get a girlfriend in high school.

When the god of the shrine suddenly appears before him, Rentarou is told he will meet an astronomical total of one hundred soulmates in high school. Though Rentarou initially does not take this foretelling seriously, his doubts disappear when, on the first day of school, he meets two of these soulmates—Hakari Hanazono and Karane Inda—who both confess to him. With fated encounters and love confessions galore, Rentarou's life is about to get a lot more exciting.

[Written by MAL Rewrite]",TV,12,fall 2023,"Lantis, Movic, Bushiroad, Tokyo MX, Shueisha, NetEase, Bushiroad Move, Bandai Namco Filmworks, Bandai Namco Music Live",Bibury Animation Studios,Manga,23 min per ep,PG-13 - Teens 13 or older,1231,954,2636,136051,270711
54285,https://myanimelist.net/anime/54285/Yao_Shen_Ji_7th_Season,https://cdn.myanimelist.net/images/anime/1814/145610.jpg,Yao Shen Ji 7th Season,Tales of Demons and Gods Season 7,7.72,"Action, Adventure, Fantasy, Romance",Seventh season of Yao Shen Ji.,ONA,52,,"bilibili, Tencent Penguin Pictures",Ruo Hong Culture,Novel,8 min per ep,PG-13 - Teens 13 or older,1245,11010,13,968,2593
51533,https://myanimelist.net/anime/51533/Tonikaku_Kawaii__Seifuku,https://cdn.myanimelist.net/images/anime/1085/126580.jpg,Tonikaku Kawaii: Seifuku,Tonikawa: Over The Moon For You - Uniform,7.72,"Comedy, Romance",Special episode of Tonikaku Kawaii released Fall 2022.,Special,1,,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll",Seven Arcs,Manga,22 min,PG-13 - Teens 13 or older,1241,2196,356,46327,102148
